w6sgq4,cntry,w6age,gndr,eisced,mnactic,hinctnta,netusoft,hincfel,w6sgq11,w6sgq12,w6sgq5,w6wq2,w6wq8,w6sgq22
gasoline_car,AT,37,female,3,other,decile_7,5,2,3,8,2,2,3,4
gasoline_car,AT,55,male,5,paid_work,decile_9,4,2,3,8,7,5,5,2
bicycle,AT,61,male,3,retired,decile_2,5,3,3,5,9,3,2,4
walking,AT,58,female,6,paid_work,decile_10,5,1,4,5,7,3,5,1
gasoline_car,AT,59,male,3,paid_work,decile_9,4,2,4,7,4,4,5,3
gasoline_car,AT,75,male,7,retired,decile_10,5,1,2,0,10,2,6,2
public_transport,AT,27,male,4,education,decile_1,5,1,1,0,10,0,6,3
gasoline_car,AT,52,female,7,paid_work,decile_5,5,2,4,10,5,6,5,2
gasoline_car,AT,45,female,5,paid_work,decile_9,5,2,3,10,2,6,6,2
gasoline_car,AT,41,female,4,paid_work,decile_9,5,1,4,10,2,3,5,2
gasoline_car,AT,61,female,6,paid_work,decile_9,5,1,2,4,4,2,4,3
electric_car,AT,67,male,3,retired,decile_8,5,1,3,7,8,5,4,3
gasoline_car,AT,70,female,5,retired,decile_9,5,2,4,5,5,2,5,3
electric_car,AT,59,male,5,paid_work,decile_8,5,1,5,10,4,5,6,3
gasoline_car,AT,54,male,7,paid_work,decile_10,5,1,4,10,8,3,5,1
public_transport,AT,26,female,4,education,decile_8,5,1,4,5,8,3,5,4
walking,AT,53,male,5,paid_work,decile_7,5,1,3,4,8,4,5,2
gasoline_car,AT,48,male,7,paid_work,decile_10,4,1,3,7,3,6,6,3
gasoline_car,AT,77,male,3,retired,decile_3,5,2,2,5,4,1,2,5
walking,AT,42,male,7,paid_work,decile_10,5,1,4,6,7,5,6,1
gasoline_car,AT,48,female,3,paid_work,decile_4,5,1,4,7,7,3,4,3
bicycle,AT,46,female,6,paid_work,decile_8,4,1,4,9,4,4,5,3
public_transport,AT,51,male,5,paid_work,decile_10,5,1,2,2,3,5,5,3
walking,AT,84,female,4,other,decile_9,5,1,4,8,9,3,4,2
public_transport,AT,30,female,7,paid_work,decile_1,5,2,4,6,9,1,5,3
public_transport,AT,29,male,4,education,decile_2,5,2,5,5,9,3,6,2
gasoline_car,AT,34,male,6,paid_work,decile_10,5,1,4,7,9,6,6,2
public_transport,AT,63,male,3,paid_work,decile_3,5,1,4,8,10,0,3,3
bicycle,AT,76,male,5,housework,decile_8,3,1,1,7,5,4,5,2
walking,AT,82,male,5,retired,decile_10,5,1,3,5,9,3,5,2
gasoline_car,AT,54,male,3,paid_work,decile_9,5,1,2,0,4,3,5,4
electric_car,AT,68,male,3,retired,decile_6,5,2,4,4,3,4,6,3
gasoline_car,AT,53,male,6,sick_disabled,decile_8,5,1,4,8,5,6,5,2
public_transport,AT,55,male,7,paid_work,decile_10,5,1,5,10,7,4,6,1
gasoline_car,AT,46,male,5,paid_work,decile_10,5,1,4,6,8,2,5,4
bicycle,AT,70,male,3,retired,decile_5,5,1,3,5,4,4,5,3
electric_car,AT,64,female,5,retired,decile_8,4,1,5,10,3,1,4,3
electric_car,AT,64,female,5,housework,decile_7,2,2,3,4,3,5,5,3
gasoline_car,AT,62,female,5,paid_work,decile_8,5,1,4,7,3,5,5,3
public_transport,AT,59,female,7,paid_work,decile_8,5,2,5,10,4,1,2,4
gasoline_car,AT,24,female,5,education,decile_10,5,1,3,3,3,4,5,2
gasoline_car,AT,59,female,3,paid_work,decile_5,5,1,3,7,5,4,4,3
gasoline_car,AT,29,female,5,paid_work,decile_2,5,1,3,10,5,6,4,2
gasoline_car,AT,42,female,7,housework,decile_10,5,1,4,4,0,5,3,2
gasoline_car,AT,68,male,2,retired,decile_3,5,2,1,5,10,6,6,3
public_transport,AT,88,male,4,retired,decile_4,5,1,2,1,10,1,5,2
public_transport,AT,39,female,6,paid_work,decile_6,5,1,4,4,8,3,5,2
gasoline_car,AT,48,male,5,paid_work,decile_9,5,1,3,5,1,3,5,3
gasoline_car,AT,76,male,7,retired,decile_7,5,1,4,9,7,5,5,3
gasoline_car,AT,80,female,2,housework,decile_10,4,1,3,3,3,4,4,3
gasoline_car,AT,69,male,3,retired,decile_5,3,3,2,7,2,6,6,5
gasoline_car,AT,71,female,3,retired,decile_9,5,1,3,5,2,2,4,3
walking,AT,33,female,4,paid_work,decile_8,5,1,4,7,10,5,5,3
gasoline_car,AT,65,female,5,retired,decile_9,5,1,2,0,10,2,5,1
gasoline_car,AT,58,female,3,education,decile_6,5,1,4,8,8,4,6,3
gasoline_car,AT,30,male,5,other,decile_8,5,1,3,7,6,4,5,2
gasoline_car,AT,63,female,6,paid_work,decile_9,5,1,5,9,10,6,5,4
gasoline_car,AT,56,female,7,paid_work,decile_9,5,1,3,10,5,5,6,4
public_transport,AT,68,male,3,retired,decile_5,5,1,5,8,10,3,5,3
gasoline_car,AT,80,male,7,retired,decile_10,5,1,2,0,8,6,4,3
gasoline_car,AT,59,male,5,paid_work,decile_8,5,1,4,7,4,3,4,4
gasoline_car,AT,63,female,2,paid_work,decile_3,5,2,4,7,5,4,5,3
walking,AT,30,female,7,paid_work,decile_3,5,2,5,9,6,3,4,2
bicycle,AT,55,female,5,paid_work,decile_8,5,1,3,5,7,3,3,3
public_transport,AT,37,female,7,paid_work,decile_3,5,2,3,7,10,1,6,3
gasoline_car,AT,32,female,3,paid_work,decile_3,5,2,3,6,5,2,3,5
walking,AT,65,female,3,retired,decile_1,5,2,3,3,4,0,3,3
electric_car,AT,49,male,3,paid_work,decile_8,5,2,3,5,3,3,5,3
gasoline_car,AT,48,female,5,paid_work,decile_7,4,2,5,9,4,4,2,3
electric_car,AT,43,male,7,paid_work,decile_9,5,1,4,10,2,5,6,2
gasoline_car,AT,45,female,7,education,decile_6,5,3,4,8,1,4,4,3
public_transport,AT,73,female,5,housework,decile_3,5,2,5,10,0,5,6,3
public_transport,AT,55,male,2,sick_disabled,decile_2,5,3,3,5,10,4,5,4
bicycle,AT,79,male,3,retired,decile_6,5,1,3,8,8,5,6,1
public_transport,AT,57,male,5,other,decile_10,4,2,4,8,9,5,6,3
gasoline_car,AT,47,female,5,housework,decile_1,5,2,3,2,3,3,5,4
gasoline_car,AT,43,male,5,paid_work,decile_7,5,2,3,5,6,4,5,5
gasoline_car,AT,56,female,5,paid_work,decile_5,5,3,3,5,3,0,3,4
public_transport,AT,23,female,3,unemployed_looking,decile_2,5,4,3,7,2,3,4,3
gasoline_car,AT,75,female,7,retired,decile_9,5,1,3,7,6,3,5,4
electric_car,AT,38,female,3,paid_work,decile_10,5,2,2,5,9,5,5,3
gasoline_car,AT,44,female,7,paid_work,decile_3,5,1,3,8,0,6,6,4
bicycle,AT,51,male,4,paid_work,decile_5,4,2,4,7,8,2,3,2
gasoline_car,AT,61,male,2,paid_work,decile_9,5,1,2,5,10,5,6,1
bicycle,AT,36,female,7,other,decile_4,5,2,3,7,3,1,4,3
walking,AT,60,male,3,paid_work,decile_6,5,2,3,5,10,3,5,3
electric_car,AT,66,female,7,retired,decile_8,5,1,3,7,3,3,4,3
gasoline_car,AT,34,female,7,paid_work,decile_8,5,1,5,9,6,4,6,1
gasoline_car,AT,36,male,5,paid_work,decile_7,5,1,5,4,5,6,6,4
electric_car,AT,44,female,7,paid_work,decile_10,5,1,5,9,2,5,5,2
gasoline_car,AT,30,male,4,paid_work,decile_7,4,1,4,4,10,4,5,4
bicycle,AT,40,female,7,paid_work,decile_6,5,2,5,8,5,6,5,3
walking,AT,68,female,3,retired,decile_7,5,2,1,0,5,4,6,4
electric_car,AT,52,female,3,paid_work,decile_4,4,1,5,9,0,4,6,3
bicycle,AT,26,male,4,education,decile_7,5,1,3,5,8,4,6,3
gasoline_car,AT,73,male,7,retired,decile_8,5,1,4,8,2,4,5,2
gasoline_car,AT,85,male,1,retired,decile_3,2,2,2,6,8,5,5,3
gasoline_car,AT,79,male,5,retired,decile_8,5,1,1,0,7,3,5,2
public_transport,AT,73,female,5,retired,decile_5,3,1,4,8,10,4,3,3
bicycle,AT,53,male,7,paid_work,decile_10,5,1,4,3,10,3,5,3
public_transport,AT,61,female,7,paid_work,decile_5,5,2,4,9,10,5,6,3
gasoline_car,AT,42,male,3,paid_work,decile_9,5,1,1,0,10,5,6,2
public_transport,AT,55,female,7,paid_work,decile_6,5,1,5,10,10,4,4,2
gasoline_car,AT,41,male,3,paid_work,decile_10,5,1,1,3,8,4,4,5
public_transport,AT,47,male,5,paid_work,decile_9,5,1,3,3,9,2,5,3
gasoline_car,AT,54,male,7,paid_work,decile_3,5,2,3,3,7,2,4,3
bicycle,AT,59,male,5,paid_work,decile_8,5,1,5,10,8,5,6,2
bicycle,AT,65,male,5,paid_work,decile_7,5,3,4,8,8,3,6,4
walking,AT,66,female,3,retired,decile_10,5,1,5,7,2,4,2,3
public_transport,AT,67,male,7,paid_work,decile_10,4,1,3,7,8,5,5,3
public_transport,AT,42,male,5,paid_work,decile_7,5,1,5,6,8,5,6,3
public_transport,AT,44,male,7,paid_work,decile_5,5,2,4,4,10,4,6,3
electric_car,AT,39,female,6,housework,decile_9,5,1,2,3,0,2,6,4
gasoline_car,AT,64,male,7,paid_work,decile_10,5,1,3,8,10,5,6,2
gasoline_car,AT,53,female,5,paid_work,decile_9,5,1,4,7,8,5,5,2
bicycle,AT,29,female,7,paid_work,decile_4,5,1,4,7,4,3,4,3
gasoline_car,AT,49,female,3,paid_work,decile_4,5,2,3,7,9,3,6,3
gasoline_car,AT,54,male,7,paid_work,decile_10,5,2,4,4,8,6,3,3
gasoline_car,AT,53,female,6,paid_work,decile_7,4,2,3,7,7,5,6,3
walking,AT,57,male,3,paid_work,decile_7,5,1,3,9,3,3,6,1
public_transport,AT,80,female,3,retired,decile_3,2,1,4,6,9,4,5,3
public_transport,AT,59,male,7,paid_work,decile_10,5,1,3,3,7,3,5,2
public_transport,AT,33,female,7,paid_work,decile_10,5,1,5,8,5,5,3,2
gasoline_car,AT,61,male,3,paid_work,decile_6,5,1,4,7,4,3,5,3
gasoline_car,AT,60,male,3,paid_work,decile_9,5,1,4,5,7,4,6,4
gasoline_car,AT,49,male,3,paid_work,decile_8,4,2,3,6,7,2,4,2
public_transport,AT,43,male,6,paid_work,decile_9,5,1,5,3,8,3,4,3
gasoline_car,AT,44,female,6,paid_work,decile_7,5,1,3,7,2,5,4,3
bicycle,AT,36,female,5,education,decile_4,5,1,3,6,9,3,4,2
bicycle,AT,66,female,5,retired,decile_7,4,2,5,10,10,3,5,4
public_transport,AT,24,female,5,education,decile_7,5,2,4,8,6,4,4,4
gasoline_car,AT,66,female,5,retired,decile_8,5,1,3,6,8,4,5,3
gasoline_car,AT,46,female,5,paid_work,decile_9,5,1,2,5,7,3,6,3
gasoline_car,AT,66,male,4,paid_work,decile_5,5,1,4,9,4,2,6,3
public_transport,AT,50,male,3,paid_work,decile_7,5,2,4,6,10,2,3,5
walking,AT,41,female,7,paid_work,decile_10,5,1,4,7,6,4,5,2
gasoline_car,AT,35,female,6,housework,decile_7,5,2,4,7,3,6,6,2
gasoline_car,AT,62,male,7,paid_work,decile_10,5,1,4,8,9,2,6,4
public_transport,AT,51,male,4,paid_work,decile_4,5,1,3,2,9,3,6,3
gasoline_car,AT,54,male,3,paid_work,decile_5,5,1,3,7,2,3,5,2
gasoline_car,AT,52,male,7,paid_work,decile_9,5,1,4,7,8,5,6,2
public_transport,AT,36,male,7,paid_work,decile_2,5,3,4,8,8,5,4,5
public_transport,AT,49,female,6,paid_work,decile_9,5,1,4,9,5,4,5,3
walking,AT,52,male,7,paid_work,decile_6,5,1,3,6,5,4,6,3
gasoline_car,BE,61,male,6,sick_disabled,decile_7,5,2,4,8,1,3,4,3
bicycle,BE,64,male,7,paid_work,decile_6,5,1,4,8,9,5,6,2
bicycle,BE,49,female,5,paid_work,decile_6,5,1,3,5,4,4,3,2
bicycle,BE,65,male,2,paid_work,decile_3,5,1,3,5,7,4,3,2
public_transport,BE,23,male,6,education,decile_7,5,2,3,3,8,1,6,2
gasoline_car,BE,36,female,7,paid_work,decile_10,5,1,5,9,4,5,4,3
gasoline_car,BE,52,male,4,other,decile_7,5,1,3,3,8,4,4,4
bicycle,BE,68,male,7,paid_work,decile_6,5,1,4,8,5,4,5,3
gasoline_car,BE,54,male,5,paid_work,decile_5,5,3,3,7,6,4,4,3
gasoline_car,BE,48,female,7,housework,decile_9,5,1,3,6,0,4,5,3
electric_car,BE,60,male,6,paid_work,decile_10,4,1,5,8,0,6,5,2
public_transport,BE,45,female,6,paid_work,decile_9,5,1,3,8,5,5,5,3
public_transport,BE,29,female,7,paid_work,decile_10,5,1,5,8,8,4,5,1
electric_car,BE,58,male,4,paid_work,decile_7,5,2,2,4,3,4,4,4
gasoline_car,BE,71,male,4,paid_work,decile_6,5,2,2,0,4,5,5,3
electric_car,BE,40,male,7,paid_work,decile_10,5,1,5,8,8,4,6,4
gasoline_car,BE,62,male,6,paid_work,decile_5,4,2,2,4,4,3,3,3
gasoline_car,BE,36,male,5,paid_work,decile_3,5,1,3,6,8,5,5,3
public_transport,BE,84,male,4,retired,decile_6,4,2,3,6,8,4,4,2
walking,BE,46,male,7,sick_disabled,decile_7,5,2,5,7,6,4,5,4
bicycle,BE,35,male,4,paid_work,decile_6,5,3,3,4,0,5,4,4
walking,BE,79,male,6,retired,decile_4,2,2,4,0,5,4,2,3
gasoline_car,BE,33,female,6,housework,decile_8,5,2,3,6,7,4,3,3
electric_car,BE,66,female,6,paid_work,decile_7,5,2,3,7,8,0,4,4
gasoline_car,BE,25,male,4,education,decile_8,5,1,4,7,5,4,6,3
gasoline_car,BE,34,male,6,paid_work,decile_7,5,1,3,10,5,5,3,2
gasoline_car,BE,64,male,6,retired,decile_7,5,2,3,8,5,1,4,3
electric_car,BE,71,female,4,retired,decile_6,2,1,3,6,3,3,4,3
gasoline_car,BE,35,male,7,paid_work,decile_5,5,1,3,2,2,2,5,4
gasoline_car,BE,23,male,4,education,decile_5,5,2,2,4,7,3,0,3
gasoline_car,BE,64,male,6,retired,decile_7,5,2,4,9,3,4,4,2
public_transport,BE,45,female,7,paid_work,decile_6,5,1,4,7,10,3,4,2
gasoline_car,BE,64,female,6,paid_work,decile_8,5,1,3,6,6,2,3,3
bicycle,BE,62,female,2,paid_work,decile_7,4,2,2,3,1,5,4,4
electric_car,BE,27,male,4,education,decile_7,5,1,4,5,3,4,4,4
gasoline_car,BE,73,male,4,retired,decile_7,5,1,4,8,0,3,4,5
gasoline_car,BE,73,female,3,retired,decile_5,5,2,3,5,9,4,3,3
gasoline_car,BE,53,male,2,paid_work,decile_8,5,2,3,7,8,4,5,3
walking,BE,70,male,2,retired,decile_4,4,2,2,3,7,3,4,2
bicycle,BE,43,female,7,housework,decile_6,4,1,1,0,9,5,6,3
electric_car,BE,33,female,6,paid_work,decile_7,5,2,3,6,6,4,5,2
gasoline_car,BE,45,female,5,sick_disabled,decile_3,5,4,3,8,5,3,4,3
gasoline_car,BE,79,male,4,retired,decile_5,5,3,3,7,4,6,4,4
walking,BE,66,male,2,retired,decile_5,4,2,2,1,5,4,5,1
bicycle,BE,32,female,7,housework,decile_8,5,1,4,6,7,3,5,2
bicycle,BE,33,male,5,sick_disabled,decile_2,5,1,4,8,5,2,2,4
walking,BE,33,female,4,education,decile_6,5,2,5,10,4,3,4,4
gasoline_car,BE,60,female,5,sick_disabled,decile_6,5,2,3,0,0,5,4,3
gasoline_car,BE,46,female,6,paid_work,decile_3,5,3,4,3,5,1,2,4
gasoline_car,BE,44,female,7,paid_work,decile_8,5,2,4,7,0,4,4,3
electric_car,BE,36,female,7,paid_work,decile_5,5,1,4,6,4,4,5,3
gasoline_car,BE,30,female,6,paid_work,decile_10,5,1,4,7,7,2,5,3
bicycle,BE,70,female,6,housework,decile_7,5,1,5,9,9,5,4,2
electric_car,BE,54,male,3,paid_work,decile_8,5,1,4,8,6,4,2,4
gasoline_car,BE,69,male,2,retired,decile_3,4,2,5,8,6,3,1,5
bicycle,BE,74,female,2,retired,decile_3,5,3,4,6,8,5,5,4
electric_car,BE,64,female,6,paid_work,decile_8,5,1,4,7,8,3,5,3
walking,BE,52,male,1,paid_work,decile_6,5,3,5,10,5,1,4,5
walking,BE,70,male,4,retired,decile_3,5,3,3,6,7,2,4,4
bicycle,BE,71,female,6,retired,decile_7,4,1,4,8,4,3,5,3
bicycle,BE,69,male,4,retired,decile_5,5,2,4,8,7,4,4,3
gasoline_car,BE,45,male,5,paid_work,decile_9,5,1,2,4,6,4,5,3
gasoline_car,BE,63,male,7,paid_work,decile_8,5,1,4,6,7,3,3,3
bicycle,BE,26,female,6,education,decile_8,5,1,3,5,7,4,5,2
gasoline_car,BE,65,female,1,paid_work,decile_5,5,4,3,7,5,2,4,3
bicycle,BE,38,female,6,paid_work,decile_9,5,1,3,8,8,5,5,2
gasoline_car,BE,55,female,4,paid_work,decile_7,5,2,3,7,7,3,5,3
bicycle,BE,67,female,2,retired,decile_2,4,2,2,5,4,5,5,4
bicycle,BE,62,female,4,housework,decile_2,5,2,1,0,8,5,5,3
gasoline_car,BE,53,female,4,paid_work,decile_10,5,1,2,3,7,2,5,2
electric_car,BE,58,female,6,paid_work,decile_10,5,1,4,7,3,6,5,5
bicycle,BE,40,female,6,paid_work,decile_6,5,2,4,7,8,5,4,3
gasoline_car,BE,75,female,6,retired,decile_6,5,2,3,3,0,4,4,2
gasoline_car,BE,31,female,7,paid_work,decile_3,5,2,3,6,8,1,4,3
electric_car,BE,54,female,7,paid_work,decile_10,5,1,3,5,10,2,6,1
public_transport,BE,41,female,6,paid_work,decile_3,5,1,4,9,9,2,6,4
gasoline_car,BE,62,female,6,sick_disabled,decile_4,5,1,3,8,7,2,3,4
electric_car,BE,44,male,7,paid_work,decile_9,5,1,2,1,9,5,6,5
walking,BE,66,female,6,retired,decile_9,4,1,3,7,5,1,2,5
gasoline_car,BE,76,male,6,retired,decile_4,5,2,4,6,7,4,5,4
gasoline_car,BE,72,female,4,retired,decile_4,5,3,3,5,8,4,5,3
gasoline_car,BE,58,female,5,paid_work,decile_8,5,3,4,7,3,3,4,3
gasoline_car,BE,51,female,2,paid_work,decile_6,5,2,3,5,0,4,2,5
public_transport,BE,61,female,3,sick_disabled,decile_2,2,4,4,8,3,0,0,5
gasoline_car,BE,27,female,4,paid_work,decile_5,5,1,3,8,6,3,4,5
gasoline_car,BE,58,female,6,paid_work,decile_6,5,2,3,5,8,4,5,3
electric_car,BE,45,male,5,paid_work,decile_7,4,3,2,5,8,3,4,4
electric_car,BE,37,male,6,paid_work,decile_9,5,1,4,8,4,4,4,1
electric_car,BE,44,male,5,paid_work,decile_9,5,1,3,7,0,3,5,3
public_transport,BE,61,male,4,paid_work,decile_5,4,2,2,3,4,2,3,4
bicycle,BE,68,male,6,retired,decile_8,5,1,5,8,5,4,5,2
bicycle,BE,31,female,7,housework,decile_9,5,1,5,9,9,4,5,2
electric_car,BE,62,female,4,paid_work,decile_8,5,1,4,8,1,4,5,3
gasoline_car,BE,46,female,4,paid_work,decile_8,5,2,2,3,7,2,3,5
gasoline_car,BE,65,female,4,housework,decile_1,4,2,2,2,10,2,5,4
gasoline_car,BE,32,female,7,paid_work,decile_3,5,1,3,5,8,4,4,4
bicycle,BE,70,male,7,retired,decile_7,5,1,5,7,5,6,5,3
walking,BE,68,male,2,retired,decile_3,5,2,3,5,9,1,5,4
gasoline_car,BE,42,male,7,paid_work,decile_8,5,1,3,10,5,4,6,5
bicycle,BE,62,female,7,paid_work,decile_9,5,1,3,4,7,1,6,2
electric_car,BE,77,female,6,retired,decile_5,2,1,4,7,7,4,4,3
gasoline_car,BE,64,male,7,paid_work,decile_7,5,2,4,7,2,5,6,1
public_transport,BE,29,female,7,paid_work,decile_7,5,2,3,8,8,5,4,3
bicycle,BE,79,female,6,housework,decile_4,2,1,4,10,8,5,5,3
gasoline_car,BE,60,male,5,paid_work,decile_9,5,1,3,3,5,3,5,3
electric_car,BE,47,male,4,paid_work,decile_8,5,2,3,5,5,4,3,5
electric_car,BE,32,male,6,paid_work,decile_10,5,1,3,7,2,4,4,4
electric_car,BE,62,female,6,unemployed_looking,decile_3,3,3,3,4,7,3,2,4
gasoline_car,BE,68,male,5,retired,decile_5,5,2,3,5,7,4,5,4
bicycle,BE,65,female,2,unemployed_looking,decile_5,5,3,2,4,6,2,5,4
electric_car,BE,45,female,6,sick_disabled,decile_7,5,2,3,6,5,2,3,3
gasoline_car,BE,76,male,6,retired,decile_10,5,1,4,2,2,3,4,2
gasoline_car,BE,53,female,4,paid_work,decile_5,5,1,4,8,6,4,5,4
gasoline_car,BE,72,male,2,retired,decile_5,5,2,2,5,6,1,2,5
electric_car,BE,31,female,7,paid_work,decile_4,5,2,4,9,5,4,5,3
gasoline_car,BE,61,male,2,paid_work,decile_10,5,1,3,2,5,3,4,3
gasoline_car,BE,44,female,4,sick_disabled,decile_2,5,4,3,8,7,3,3,5
walking,BE,37,female,7,paid_work,decile_9,5,1,3,5,9,3,6,2
electric_car,BE,55,male,7,paid_work,decile_10,5,1,5,10,8,5,5,2
bicycle,BE,63,female,4,paid_work,decile_8,4,1,4,7,6,4,4,3
bicycle,BE,37,female,4,paid_work,decile_8,5,1,2,3,6,2,3,5
gasoline_car,BE,50,female,6,paid_work,decile_6,5,2,4,5,0,2,2,5
gasoline_car,BE,71,female,4,housework,decile_6,5,1,3,5,0,2,3,3
gasoline_car,BE,76,female,4,retired,decile_7,5,2,3,3,5,3,5,2
gasoline_car,BE,57,male,7,paid_work,decile_10,5,1,4,7,3,4,5,2
walking,BE,33,male,4,paid_work,decile_1,5,3,3,4,2,1,3,4
walking,BE,74,male,4,retired,decile_5,4,2,3,5,6,4,5,3
bicycle,BE,72,female,7,retired,decile_6,5,1,4,5,7,5,4,4
gasoline_car,BE,81,male,5,retired,decile_2,5,2,3,3,8,2,4,2
gasoline_car,BE,54,female,6,paid_work,decile_9,5,1,3,5,5,6,6,4
gasoline_car,BE,51,male,4,paid_work,decile_10,5,1,4,6,7,3,3,3
gasoline_car,BE,61,male,4,paid_work,decile_3,5,2,2,2,7,3,4,4
electric_car,BE,66,male,7,paid_work,decile_7,1,1,1,0,6,3,2,4
gasoline_car,BE,55,male,6,paid_work,decile_9,5,1,3,6,0,3,5,5
gasoline_car,BE,44,female,7,paid_work,decile_9,5,1,3,5,5,4,4,3
bicycle,BE,34,female,5,paid_work,decile_8,5,1,4,7,8,3,4,3
gasoline_car,BE,76,female,6,retired,decile_5,3,2,4,9,2,6,6,3
gasoline_car,BE,50,male,2,paid_work,decile_8,5,2,3,6,8,5,3,5
bicycle,BE,61,male,5,paid_work,decile_4,5,2,3,4,6,4,4,3
walking,BE,36,female,4,paid_work,decile_6,5,2,3,6,7,2,5,4
gasoline_car,BE,57,female,6,paid_work,decile_6,5,2,3,7,8,6,5,4
gasoline_car,BE,47,female,6,paid_work,decile_8,5,2,5,9,5,2,5,3
gasoline_car,BE,35,male,4,paid_work,decile_7,5,2,2,5,1,3,3,4
bicycle,BE,40,female,6,paid_work,decile_7,5,2,4,7,1,2,4,3
bicycle,BE,57,female,6,paid_work,decile_8,5,1,4,7,5,4,5,4
walking,BE,78,male,7,retired,decile_3,5,3,3,3,8,5,3,4
gasoline_car,BE,51,female,6,paid_work,decile_10,5,1,2,5,3,3,4,3
bicycle,BE,56,male,6,paid_work,decile_5,5,2,4,5,6,5,5,3
gasoline_car,BE,61,male,7,paid_work,decile_10,5,2,2,2,2,2,4,4
gasoline_car,BE,53,female,5,paid_work,decile_2,5,2,4,8,5,4,4,3
bicycle,BE,38,female,6,paid_work,decile_4,4,1,4,9,10,4,5,2
bicycle,BE,57,female,7,housework,decile_8,5,1,3,5,10,4,5,3
public_transport,BE,40,male,4,paid_work,decile_3,5,2,2,7,6,1,4,5
gasoline_car,BE,66,female,6,retired,decile_8,5,1,3,6,5,5,5,3
electric_car,BE,63,female,4,paid_work,decile_7,5,1,3,5,2,3,3,3
gasoline_car,BE,72,female,4,retired,decile_4,3,3,3,5,6,4,3,4
electric_car,BE,48,male,4,paid_work,decile_8,5,1,3,7,0,3,6,2
walking,BE,71,male,4,retired,decile_6,5,2,4,8,5,5,5,4
bicycle,BE,74,female,6,housework,decile_4,5,1,5,8,7,4,5,2
gasoline_car,BE,39,female,6,paid_work,decile_3,5,4,3,8,0,5,0,5
public_transport,BE,78,male,6,paid_work,decile_6,5,1,3,6,8,2,4,3
electric_car,BE,63,male,6,paid_work,decile_9,5,1,4,7,3,5,5,3
gasoline_car,BE,56,male,5,sick_disabled,decile_7,5,1,2,7,5,4,5,3
bicycle,BE,51,male,6,paid_work,decile_9,5,2,3,4,10,4,5,3
electric_car,BE,75,male,4,retired,decile_7,5,3,3,5,5,4,4,2
bicycle,BE,79,male,7,retired,decile_5,5,1,3,4,4,5,5,3
gasoline_car,BE,69,female,7,paid_work,decile_7,5,2,5,8,7,2,3,3
gasoline_car,BE,53,male,7,paid_work,decile_9,5,1,4,4,7,4,5,4
walking,BE,74,female,6,retired,decile_7,2,1,4,8,9,4,4,4
gasoline_car,BE,62,male,5,paid_work,decile_9,5,1,2,5,7,3,4,3
gasoline_car,BE,60,male,6,paid_work,decile_4,5,2,4,7,7,4,5,4
electric_car,BE,53,female,6,paid_work,decile_5,5,2,3,6,2,1,4,4
gasoline_car,BE,50,male,7,paid_work,decile_10,5,1,2,3,3,4,5,4
electric_car,BE,33,male,6,paid_work,decile_9,5,1,3,1,2,5,5,5
public_transport,BE,22,female,4,education,decile_7,5,1,3,0,1,3,1,2
gasoline_car,BE,54,female,4,sick_disabled,decile_2,5,2,3,3,8,5,5,3
bicycle,BE,73,female,6,retired,decile_5,5,2,4,6,6,4,4,3
gasoline_car,BE,70,female,4,housework,decile_5,2,2,3,3,3,4,5,3
electric_car,BE,32,female,7,paid_work,decile_5,5,2,3,4,8,4,2,2
gasoline_car,BE,84,female,6,retired,decile_7,5,1,3,3,5,4,4,5
gasoline_car,BE,71,female,6,housework,decile_6,4,2,5,7,5,4,5,3
electric_car,BE,59,female,6,paid_work,decile_5,5,1,3,6,10,5,5,3
electric_car,BE,28,female,4,paid_work,decile_8,5,2,2,4,7,2,3,5
public_transport,BE,63,male,6,paid_work,decile_7,5,2,4,6,3,4,5,3
gasoline_car,BE,35,female,6,paid_work,decile_4,5,2,4,7,4,4,4,3
electric_car,BE,58,male,4,paid_work,decile_6,5,2,3,3,2,4,4,4
bicycle,BE,24,female,4,education,decile_6,5,1,4,7,7,4,3,3
bicycle,BE,25,female,6,paid_work,decile_9,5,1,5,10,7,2,4,3
gasoline_car,BE,29,male,6,paid_work,decile_4,5,1,2,2,6,4,3,3
gasoline_car,BE,23,male,2,education,decile_5,5,2,1,0,4,0,2,1
gasoline_car,BE,30,male,7,paid_work,decile_10,5,1,2,4,5,0,6,3
bicycle,BE,67,female,4,retired,decile_7,5,1,3,4,6,4,5,2
gasoline_car,BE,49,male,6,paid_work,decile_6,5,2,3,7,7,4,3,3
bicycle,BE,40,female,7,paid_work,decile_9,5,1,5,8,8,4,4,3
bicycle,BE,47,male,7,paid_work,decile_6,5,1,3,3,8,4,6,2
gasoline_car,BE,30,female,5,paid_work,decile_6,5,1,3,7,10,3,3,5
public_transport,BE,44,female,6,paid_work,decile_8,5,2,4,8,8,2,4,3
gasoline_car,BE,27,male,5,paid_work,decile_4,5,1,2,3,6,2,4,3
public_transport,BE,57,female,6,unemployed_looking,decile_3,5,2,3,6,8,3,2,3
gasoline_car,BE,46,female,7,paid_work,decile_9,5,1,3,5,2,2,4,3
electric_car,BE,44,female,6,paid_work,decile_5,5,2,1,0,1,5,6,1
gasoline_car,BE,62,female,6,housework,decile_4,5,3,3,0,3,3,2,4
